EmployeeID,Age,Gender,Department,City,ExperienceYears,AnnualSalary,PerformanceScore,WeeklyHours,ProjectsCompleted,SatisfactionScore,CommuteKm,BMI,MonthlySalesK,DiscountPercent,JoinDate
1257,18,Male,Operations,Bengaluru,0,1092998,77,32.5,5,3.9,3.6,17.3,137.7,15,2020-11-23
1258,40,Male,Marketing,Mumbai,21,833367,90,47.1,5,6.1,4.9,28.9,67.84,5,2024-03-17
1259,25,Female,Sales,Chennai,5,977851,78,40.0,2,6.9,1.7,26.7,73.55,30,2023-09-07
1260,32,Male,IT,Jaipur,10,2462486,75,28.0,6,6.6,5.1,21.4,147.43,30,2024-12-01
1261,35,Female,Marketing,Jaipur,16,993572,78,45.6,5,4.3,34.5,21.9,61.59,5,2023-11-21
1262,42,Female,Marketing,Kolkata,21,839247,79,33.5,5,7.2,23.8,26.7,105.96,5,2024-12-13
1263,34,Female,Operations,Hyderabad,11,801365,69,38.0,4,6.0,16.8,23.8,129.79,20,2022-02-19
1264,46,Female,Operations,Kolkata,24,3006945,77,33.8,5,6.3,29.9,22.1,166.58,10,2025-02-21
1265,23,Male,Sales,Hyderabad,0,438301,81,35.9,2,9.1,26.5,26.3,112.86,15,2021-12-07
1266,35,Male,Finance,Pune,12,662907,63,40.4,7,6.4,2.9,24.4,104.02,25,2020-07-30
1267,31,Male,Marketing,Pune,11,916774,89,44.3,7,9.2,7.2,29.4,114.59,20,2020-03-17
1268,38,Female,HR,Bengaluru,15,548647,84,39.7,5,4.6,45.7,27.8,59.53,15,2024-08-19
1269,37,Female,IT,Bengaluru,18,1372730,65,43.0,5,7.3,5.3,27.0,165.4,15,2021-11-01
1270,28,Female,Sales,Bengaluru,7,1145077,77,36.1,3,6.3,7.6,25.8,259.98,20,2020-03-29
1271,39,Male,Operations,Jaipur,18,18675419,78,39.3,4,6.5,21.0,26.5,39.13,15,2023-04-28
1272,22,Female,Marketing,Pune,1,1148172,69,43.3,5,7.1,9.4,24.4,115.63,20,2024-11-06
1273,31,Male,IT,Mumbai,11,711336,69,48.1,7,5.2,5.9,25.1,88.77,10,2022-09-28
1274,35,Female,Marketing,Jaipur,12,3220729,89,44.2,4,6.3,10.4,25.4,174.47,10,2023-12-24
1275,27,Male,HR,Hyderabad,7,1207585,69,48.6,5,6.7,1.0,27.6,194.37,30,2024-09-15
1276,32,Male,IT,Jaipur,12,1162382,80,33.1,1,6.8,1.0,24.0,219.63,5,2022-05-12
1277,36,Female,IT,Mumbai,16,1109704,76,45.7,4,6.2,6.5,16.0,119.05,25,2021-03-03
1278,25,Female,IT,Bengaluru,4,900345,58,42.8,6,7.8,4.0,25.9,118.89,30,2021-05-31
1279,18,Other,Operations,Kolkata,0,709601,92,46.5,2,10.0,8.2,31.6,50.66,15,2022-01-17
1280,38,Male,HR,Delhi,17,1947899,84,47.9,4,6.8,6.0,23.8,77.05,25,2022-02-11
1281,34,Female,Sales,Hyderabad,15,1463391,66,42.7,6,6.6,14.3,16.3,99.96,15,2024-09-26
1282,29,Female,IT,Bengaluru,10,1041052,69,42.8,4,7.2,8.8,29.6,511.88,10,2024-10-14
1283,42,Other,Finance,Bengaluru,20,430719,51,35.7,9,7.1,1.0,18.9,194.43,10,2023-12-17
1284,34,Female,Sales,Kolkata,14,1139324,85,47.3,8,8.8,10.2,18.1,258.19,30,2024-11-02
1285,35,Female,IT,Bengaluru,14,897558,74,48.9,5,2.8,1.2,24.2,165.68,10,2020-10-13
1286,27,Female,Operations,Chennai,7,750626,63,37.0,2,5.5,27.4,24.6,214.16,5,2022-04-17
1287,40,Female,Operations,Pune,21,665971,70,48.2,6,5.3,14.1,26.4,62.12,0,2025-04-28
1288,21,Female,Sales,Pune,0,671942,86,35.6,5,7.9,7.8,27.3,140.72,20,2024-09-08
1289,26,Female,Operations,Chennai,7,441714,75,48.0,4,8.4,7.9,23.2,182.98,30,2020-10-11
1290,18,Male,Operations,Mumbai,0,1853259,61,36.7,4,6.5,12.6,25.1,173.28,20,2023-12-12
1291,26,Female,IT,Chennai,6,1182655,65,32.0,1,6.8,1.3,24.1,270.1,0,2020-05-10
1292,28,Male,Finance,Pune,5,822601,67,36.2,6,5.6,26.1,23.0,173.56,5,2024-07-21
1293,32,Male,IT,Hyderabad,12,737821,81,40.0,2,3.8,14.3,14.9,32.15,25,2020-07-07
1294,37,Female,HR,Chennai,16,1374586,59,48.1,3,5.3,2.8,23.3,183.42,10,2021-03-24
1295,32,Male,HR,Kolkata,11,358111,91,35.8,8,7.4,16.2,27.7,107.45,15,2023-07-14
1296,37,Female,Sales,Hyderabad,17,858040,83,38.3,4,9.9,4.1,20.6,92.73,20,2021-03-23
1297,26,Female,Sales,Kolkata,5,425436,62,49.7,4,6.6,9.1,19.2,132.75,30,2020-01-17
1298,38,Female,Operations,Bengaluru,16,556336,77,35.0,3,9.5,4.5,32.8,891.82,25,2023-07-11
1299,33,Male,Operations,Delhi,14,1763900,74,34.0,10,7.9,9.9,24.9,111.65,0,2020-10-12
1300,42,Female,Operations,Chennai,20,1091615,67,45.4,8,5.9,3.9,20.1,282.8,5,2024-12-17
1301,26,Female,HR,Delhi,7,1228248,76,43.6,3,5.1,13.6,23.6,118.35,0,2021-06-15
1302,27,Female,IT,Mumbai,4,1480875,67,38.2,4,7.0,7.3,21.7,94.61,30,2020-08-08
1303,28,Male,Marketing,Delhi,8,1353263,78,46.2,2,6.5,2.2,16.6,77.83,5,2024-03-22
1304,24,Female,Sales,Jaipur,5,994303,80,41.3,5,9.5,3.3,28.3,221.61,20,2023-05-09
1305,31,Male,Operations,Pune,11,1543464,78,40.1,1,8.6,15.4,28.8,124.2,0,2025-04-24
1306,39,Female,IT,Pune,18,1017791,89,40.3,6,7.6,5.5,20.8,231.07,5,2024-05-27
1307,32,Male,Sales,Chennai,11,982524,70,36.8,5,6.9,4.0,25.4,161.69,25,2021-09-04
1308,33,Female,Sales,Pune,12,1222357,95,38.1,1,6.7,1.0,22.8,62.57,25,2025-04-01
1309,28,Female,Operations,Bengaluru,7,1223793,76,45.7,3,6.9,8.1,18.0,221.59,0,2023-04-30
1310,25,Male,IT,Jaipur,2,1250157,71,36.7,5,6.3,7.0,20.3,35.85,25,2023-06-21
1311,34,Male,Sales,Pune,12,551008,71,56.9,5,4.9,26.2,24.7,216.07,10,2024-12-08
1312,43,Female,HR,Pune,24,576888,79,42.7,8,7.4,14.0,28.4,195.11,0,2023-01-03
1313,31,Male,Finance,Mumbai,11,1132894,69,49.2,2,7.9,3.4,22.0,117.99,20,2021-09-27
1314,33,Female,Finance,Chennai,11,2013456,75,42.9,3,9.2,5.9,27.6,128.26,0,2021-05-01
1315,21,Female,IT,Bengaluru,0,852839,71,41.5,2,6.1,2.4,21.1,72.42,0,2021-06-10
1316,31,Female,Operations,Jaipur,8,1294966,70,44.8,5,6.0,11.2,20.4,89.17,0,2022-12-19
1317,23,Female,IT,Hyderabad,4,800914,87,34.5,8,6.2,1.5,27.8,85.28,0,2021-04-28
1318,20,Female,IT,Kolkata,0,659924,81,42.0,1,6.9,5.8,17.7,279.87,0,2022-02-01
1319,29,Female,Sales,Jaipur,6,477977,80,41.9,1,9.1,39.1,22.9,57.48,15,2020-12-26
1320,27,Female,Sales,Mumbai,5,1780677,75,47.0,5,6.3,4.2,21.1,74.13,20,2024-02-18
1321,18,Male,Marketing,Hyderabad,0,1641794,84,38.3,6,6.7,5.7,24.6,715.09,0,2020-02-27
1322,32,Male,Operations,Bengaluru,13,1124666,81,41.3,4,9.0,13.0,24.1,111.23,10,2020-05-11
1323,39,Female,IT,Mumbai,19,640365,77,46.8,6,6.7,9.2,24.4,131.38,15,2023-08-28
1324,47,Female,IT,Hyderabad,26,585101,81,44.8,3,7.8,24.3,25.3,31.73,30,2021-11-18
1325,40,Female,IT,Mumbai,17,293965,74,52.5,4,7.9,23.7,21.9,74.15,30,2020-07-11
1326,37,Male,Operations,Delhi,16,421229,84,41.7,1,7.7,8.5,33.2,277.75,20,2020-04-19
1327,18,Male,IT,Bengaluru,0,507376,92,41.5,4,7.8,49.4,26.4,226.16,15,2023-06-11
1328,37,Female,Sales,Hyderabad,18,490642,68,38.5,1,7.0,18.0,20.6,150.83,15,2025-01-24
1329,48,Female,Operations,Mumbai,29,1014097,70,47.6,8,8.3,6.9,23.6,36.67,25,2024-02-24
1330,37,Female,IT,Hyderabad,14,665341,86,47.0,1,8.4,3.2,28.0,175.59,0,2024-08-16
1331,36,Male,Marketing,Kolkata,15,1603784,91,42.3,5,6.8,11.7,17.6,196.76,25,2021-09-18
1332,23,Female,Finance,Pune,4,993344,88,34.3,3,4.4,2.5,25.2,286.8,0,2022-05-07
1333,30,Female,Sales,Bengaluru,8,882652,77,47.0,4,7.2,1.0,27.8,279.52,25,2020-12-17
1334,25,Female,Sales,Bengaluru,4,1075092,62,42.7,4,5.8,1.0,25.9,228.72,5,2021-08-30
1335,33,Other,Sales,Pune,12,16584323,62,44.2,6,6.5,14.5,28.4,228.93,0,2021-11-19
1336,27,Male,Operations,Hyderabad,8,997685,79,38.7,5,5.7,21.3,25.2,194.32,30,2021-01-01
1337,30,Male,Sales,Kolkata,7,1445325,77,40.3,6,6.4,7.9,22.7,220.03,25,2025-04-02
1338,43,Male,IT,Kolkata,21,1793202,74,45.2,5,7.1,1.0,19.0,176.38,30,2021-09-17
1339,41,Male,Marketing,Delhi,19,825082,85,38.8,4,5.0,36.5,23.9,93.41,0,2025-04-07
1340,42,Male,Operations,Pune,22,774907,71,33.4,4,6.9,34.5,22.0,419.1,10,2020-02-12
1341,27,Male,IT,Chennai,4,1310430,77,34.0,2,9.5,6.6,19.9,115.28,0,2024-09-15
1342,38,Male,Marketing,Bengaluru,15,1275731,67,50.5,5,5.3,32.7,24.3,181.43,15,2022-11-23
1343,41,Female,Finance,Jaipur,22,719865,72,49.7,5,9.1,6.8,18.7,583.86,0,2020-02-23
1344,38,Female,Marketing,Jaipur,19,1393780,73,46.0,6,8.4,9.4,24.5,164.9,25,2020-07-15
1345,24,Female,IT,Delhi,3,1597225,84,44.2,7,9.0,4.8,24.0,58.07,0,2023-08-15
1346,28,Male,IT,Chennai,9,818022,83,41.0,6,4.3,19.4,20.0,254.73,30,2023-10-29
1347,39,Male,HR,Kolkata,19,679809,65,45.0,3,6.7,16.6,27.4,186.74,20,2021-12-19
1348,35,Male,Sales,Delhi,12,980037,90,35.9,5,7.0,4.2,24.3,222.98,20,2022-02-09
1349,33,Male,HR,Pune,11,656524,71,49.8,3,6.2,8.5,22.3,223.33,25,2021-05-15
1350,34,Male,Sales,Kolkata,12,1095793,87,48.7,6,8.6,4.3,17.4,301.96,15,2020-12-20
1351,25,Male,Sales,Chennai,5,1804738,56,40.0,2,5.2,18.4,24.8,216.97,25,2021-05-05
1352,47,Male,Sales,Bengaluru,26,302154,68,36.8,5,7.0,5.9,21.5,128.19,0,2021-06-27
1353,34,Male,HR,Hyderabad,14,760260,73,38.2,3,7.2,2.8,18.7,171.39,0,2023-08-10
1354,30,Female,IT,Chennai,9,1168905,62,35.5,6,8.3,12.8,23.6,121.53,5,2025-02-14
1355,36,Male,HR,Pune,16,752204,89,42.9,4,7.5,3.4,25.2,396.3,0,2020-06-10
1356,21,Female,IT,Chennai,2,906615,64,44.1,4,8.4,1.0,22.8,234.62,15,2025-03-05
1357,42,Female,Finance,Hyderabad,22,731320,82,40.5,1,8.0,1.9,20.1,235.81,25,2020-09-29
1358,28,Male,IT,Mumbai,9,688029,81,41.5,6,6.1,6.6,23.3,96.61,5,2023-06-30
1359,28,Male,Sales,Mumbai,6,823440,73,42.5,5,5.9,9.6,25.4,239.03,25,2024-02-25
1360,28,Male,Marketing,Delhi,8,733575,74,46.5,5,6.9,29.8,18.5,84.88,25,2021-04-07
1361,46,Female,Operations,Kolkata,27,1544721,48,32.2,7,7.9,5.5,25.9,151.05,5,2021-12-28
1362,27,Female,IT,Mumbai,7,793828,74,34.8,8,5.7,25.1,23.4,168.16,25,2024-06-13
1363,50,Male,Operations,Mumbai,31,1013581,71,38.7,6,8.2,4.5,20.3,281.78,20,2024-12-30
1364,32,Female,Operations,Mumbai,9,683623,72,46.2,1,7.5,2.0,21.3,723.78,20,2022-08-06
1365,32,Female,Operations,Mumbai,9,691504,67,44.8,7,9.7,5.3,28.7,84.02,5,2020-04-30
1366,35,Male,HR,Mumbai,15,1491791,67,47.4,3,6.2,4.6,31.0,82.53,15,2021-05-01
1367,32,Female,Sales,Delhi,11,746710,66,40.1,4,6.9,6.5,26.8,334.24,20,2020-07-10
1368,49,Male,IT,Hyderabad,30,825944,77,47.5,7,7.8,1.0,23.5,246.38,25,2022-04-03
1369,39,Male,IT,Delhi,20,594917,90,45.2,5,7.1,5.1,24.7,65.99,25,2023-07-21
1370,50,Female,Finance,Jaipur,29,1109341,63,45.2,5,5.1,15.9,22.5,109.68,15,2025-04-07
1371,40,Male,Marketing,Pune,17,603159,84,33.9,10,6.1,32.9,23.7,257.41,30,2022-03-28
1372,29,Female,Sales,Hyderabad,8,725676,62,46.9,2,7.2,5.9,26.2,183.67,30,2020-10-02
1373,34,Female,Finance,Kolkata,15,2045970,87,37.6,7,8.3,38.3,26.3,135.95,5,2024-09-23
1374,19,Female,IT,Kolkata,0,1281204,63,46.0,5,7.5,10.3,23.6,106.46,25,2024-02-04
1375,31,Female,IT,Bengaluru,12,972601,100,30.6,3,7.0,19.9,21.4,91.84,20,2021-05-05
1376,18,Female,Finance,Chennai,0,1278104,64,41.7,3,6.9,8.7,29.3,298.26,30,2022-04-27
1377,36,Male,IT,Delhi,14,612774,67,44.0,4,7.4,8.6,28.6,105.91,10,2023-10-27
1378,40,Female,IT,Kolkata,20,1376217,71,40.4,8,6.2,3.2,24.9,174.72,15,2021-10-22
1379,42,Male,IT,Jaipur,21,1465488,65,40.8,8,4.8,48.7,23.5,79.44,30,2020-09-03
1380,39,Male,IT,Chennai,20,764225,62,43.1,7,7.3,26.1,20.3,184.12,20,2022-05-24
1381,33,Male,IT,Delhi,10,1064455,90,44.2,5,7.7,8.9,23.4,540.88,5,2021-09-17
1382,34,Female,HR,Hyderabad,14,387293,61,34.9,6,7.0,21.9,24.9,120.46,25,2021-05-10
1383,21,Female,HR,Mumbai,1,674262,89,46.0,4,10.0,8.0,26.6,58.05,15,2023-07-20
1384,30,Female,IT,Kolkata,7,625476,63,50.7,3,6.1,20.6,18.6,113.4,25,2025-03-10
1385,27,Male,IT,Mumbai,6,1942520,58,50.9,1,4.2,13.4,21.7,102.77,20,2020-10-11
1386,36,Male,HR,Chennai,14,3082219,78,36.3,6,4.8,21.3,19.7,290.77,20,2025-04-05
1387,40,Male,Finance,Delhi,20,424474,81,35.1,3,7.5,1.3,26.8,464.84,5,2022-11-30
1388,33,Male,IT,Jaipur,14,532454,58,41.2,7,7.3,4.7,24.7,205.49,30,2023-12-21
1389,36,Male,Operations,Jaipur,14,4703307,93,40.7,4,6.8,27.3,30.0,116.47,25,2021-05-08
1390,31,Male,Marketing,Mumbai,9,1105844,79,49.4,4,7.2,3.7,19.0,378.79,25,2021-06-21
1391,29,Male,Marketing,Chennai,7,637183,64,40.1,5,6.3,9.2,24.6,278.16,5,2023-06-22
1392,30,Female,Finance,Chennai,8,1241509,70,33.0,3,5.6,4.3,30.0,126.0,0,2023-08-31
1393,30,Male,IT,Mumbai,11,411769,76,42.9,2,8.2,1.0,23.7,116.62,15,2023-07-21
1394,31,Male,IT,Bengaluru,11,758599,67,44.5,4,9.3,8.3,26.1,68.81,15,2020-03-16
1395,34,Male,Operations,Mumbai,15,1283021,76,35.3,5,5.5,12.5,28.0,174.32,15,2023-12-06
1396,18,Male,Marketing,Delhi,0,1185474,61,48.9,7,7.4,6.6,15.5,131.09,5,2024-06-07
1397,18,Female,Operations,Kolkata,0,486045,93,43.7,5,7.7,3.1,14.2,125.53,5,2023-06-07
1398,39,Female,IT,Hyderabad,16,719812,75,45.6,7,4.4,10.1,25.4,107.39,0,2025-05-01
1399,29,Female,Sales,Pune,6,1070637,63,36.3,1,5.0,9.9,18.9,259.35,10,2021-01-06
1400,44,Male,Operations,Hyderabad,22,513619,70,39.6,1,4.3,1.3,30.5,397.38,5,2024-06-19
1401,34,Male,Marketing,Kolkata,12,879347,71,44.1,5,9.9,19.9,23.5,278.99,30,2024-04-02
1402,24,Male,HR,Bengaluru,3,738370,98,45.2,7,4.3,14.0,23.6,309.53,25,2021-12-02
1403,39,Female,Sales,Chennai,19,1821205,80,44.1,6,5.6,36.2,22.1,135.08,0,2023-01-04
1404,34,Male,Operations,Delhi,14,611719,67,48.1,9,5.2,27.6,34.2,73.14,20,2021-02-28
1405,34,Female,Finance,Kolkata,11,856704,74,46.9,3,5.0,6.9,27.3,143.82,20,2022-02-03
1406,41,Male,IT,Kolkata,21,615963,75,42.9,5,5.1,12.8,24.0,76.77,20,2021-03-31
1407,49,Male,HR,Chennai,27,832721,80,43.1,3,7.4,15.2,25.0,192.05,25,2020-02-11
1408,19,Female,Sales,Jaipur,0,1137274,89,39.8,3,9.7,9.8,27.9,75.75,20,2020-10-18
1409,25,Male,Finance,Chennai,2,2014570,69,43.6,4,8.3,1.8,30.8,59.23,30,2020-02-21
1410,23,Female,IT,Delhi,2,362072,71,49.6,1,7.2,4.2,29.2,246.38,0,2020-01-09
1411,25,Male,Operations,Chennai,4,445283,80,46.2,4,7.9,1.0,24.9,112.47,10,2022-01-22
1412,21,Male,IT,Bengaluru,1,983043,73,37.5,7,8.5,1.0,26.8,66.3,15,2025-02-01
1413,42,Female,Sales,Kolkata,19,750749,79,44.2,5,5.7,4.6,20.7,96.91,10,2020-08-24
1414,33,Female,Finance,Kolkata,13,703444,64,42.4,4,5.7,10.6,19.2,298.11,25,2024-09-20
1415,33,Male,IT,Bengaluru,13,628115,79,44.9,7,5.7,8.3,30.3,71.17,10,2023-01-16
1416,31,Female,IT,Jaipur,8,796247,87,41.5,3,6.6,7.3,29.0,299.33,10,2024-08-01
1417,18,Male,HR,Mumbai,0,991373,64,53.7,6,5.5,5.2,29.1,123.8,20,2024-06-06
1418,28,Female,Sales,Hyderabad,9,1446599,76,49.1,3,6.9,9.0,30.6,114.88,30,2022-06-07
1419,25,Female,Sales,Kolkata,6,857268,84,47.5,5,9.3,6.9,18.9,131.11,25,2021-02-24
1420,18,Male,Sales,Jaipur,0,488614,66,33.3,2,6.5,10.9,26.1,55.52,0,2022-04-13
1421,18,Male,Marketing,Bengaluru,0,3208313,69,38.5,1,5.1,20.2,29.3,316.82,10,2023-12-20
1422,35,Female,IT,Bengaluru,15,617203,97,38.6,7,8.5,3.3,27.1,189.36,30,2022-02-22
1423,37,Female,Operations,Hyderabad,18,784219,69,33.5,4,5.3,8.8,19.5,119.9,5,2022-12-20
1424,35,Other,HR,Delhi,15,804793,66,36.1,7,5.0,7.1,22.7,107.8,0,2021-04-13
1425,29,Female,Sales,Jaipur,7,1253558,50,52.5,5,5.7,2.8,26.9,187.54,5,2023-01-10
1426,36,Female,Sales,Jaipur,16,1552568,63,44.6,8,8.3,7.7,31.0,198.88,10,2020-08-23
1427,27,Female,Finance,Jaipur,5,1087783,78,46.4,5,6.7,33.6,25.9,97.38,25,2023-09-05
1428,33,Male,Marketing,Hyderabad,13,898622,70,45.7,5,9.7,3.8,27.8,74.76,10,2023-08-24
1429,32,Female,Sales,Jaipur,11,773521,57,41.9,6,5.7,32.3,30.0,222.27,20,2025-06-04
1430,19,Female,Operations,Bengaluru,0,585654,92,35.7,6,6.1,6.2,22.9,160.06,0,2023-06-25
1431,32,Male,Sales,Kolkata,11,459717,74,27.9,5,6.9,3.1,22.5,65.42,30,2020-01-08
1432,38,Female,IT,Delhi,16,1399814,63,40.1,4,9.4,1.0,20.8,176.71,20,2020-12-03
1433,50,Female,Marketing,Hyderabad,30,1247212,71,41.2,4,5.4,3.3,22.8,129.45,10,2023-05-16
1434,48,Male,IT,Jaipur,26,1605126,85,41.5,3,3.9,3.6,25.5,94.91,25,2024-12-14
1435,29,Male,Finance,Kolkata,9,1275951,82,40.4,5,6.8,2.0,23.4,230.98,20,2023-08-18
1436,39,Female,Finance,Pune,18,948706,75,36.4,2,6.5,7.8,20.1,109.1,25,2024-09-02
1437,37,Male,Sales,Kolkata,18,975421,82,42.7,3,8.9,1.0,21.9,81.01,15,2021-05-10
1438,42,Male,Sales,Hyderabad,22,1526975,84,45.3,4,7.7,12.1,16.5,153.88,20,2024-06-20
1439,36,Female,Finance,Jaipur,17,1056274,100,42.9,3,9.1,4.7,23.2,129.66,25,2022-09-12
1440,36,Male,Operations,Pune,13,1153773,57,42.7,3,6.9,4.7,21.6,167.43,0,2023-12-11
1441,35,Male,Operations,Hyderabad,14,852439,74,40.3,7,6.1,1.0,29.8,253.83,5,2020-09-12
1442,25,Female,IT,Kolkata,3,690795,81,37.5,5,6.4,1.0,20.8,118.49,30,2023-10-07
1443,28,Male,Sales,Bengaluru,7,604532,71,40.3,6,5.8,3.4,24.9,538.17,0,2021-01-05
1444,41,Male,Operations,Jaipur,18,981254,74,43.0,4,6.5,3.1,24.8,133.31,30,2020-09-27
1445,26,Male,IT,Chennai,6,390508,91,37.5,8,5.5,3.8,19.9,54.33,25,2023-10-14
1446,30,Female,Sales,Delhi,9,563235,83,38.7,6,8.4,17.7,15.7,315.88,0,2021-12-16
1447,31,Male,IT,Mumbai,10,1347040,68,34.4,2,9.5,6.8,30.9,175.36,10,2022-04-18
1448,33,Male,Sales,Mumbai,13,2760801,94,37.2,1,7.1,24.9,26.6,89.21,20,2023-09-12
1449,22,Male,IT,Mumbai,2,1164460,86,39.4,7,4.5,10.8,24.3,60.82,25,2020-07-15
1450,40,Female,Sales,Mumbai,21,818220,61,38.7,4,6.3,40.9,23.8,141.33,10,2020-06-30
1451,21,Male,Operations,Chennai,1,1384601,72,36.9,2,5.2,1.0,25.2,206.41,25,2023-10-01
1452,39,Male,IT,Chennai,17,941053,72,41.2,5,8.8,1.0,25.4,124.75,20,2024-04-05
1453,23,Female,HR,Chennai,4,589157,66,48.8,4,6.1,1.0,26.5,130.16,25,2022-05-05
1454,30,Female,Marketing,Mumbai,11,829177,76,45.7,5,6.0,69.4,27.5,53.25,20,2020-04-09
1455,43,Male,IT,Pune,21,1678374,67,46.1,6,7.6,14.6,31.2,146.4,25,2021-02-13
1456,40,Female,Finance,Delhi,21,652095,81,43.3,4,7.5,13.1,22.7,82.71,30,2021-08-17
1457,32,Male,Operations,Pune,9,998835,76,33.8,4,7.1,1.7,29.3,121.92,0,2021-02-18
1458,37,Female,Finance,Pune,15,711687,58,48.5,5,6.2,1.0,22.6,298.88,0,2022-06-15
1459,43,Male,Marketing,Kolkata,23,1135855,74,46.0,7,7.3,4.9,22.3,139.45,15,2020-04-24
1460,37,Female,Sales,Hyderabad,14,761069,75,46.8,5,8.1,12.9,26.8,161.34,30,2021-06-21
1461,40,Female,IT,Pune,18,749863,82,39.3,6,7.6,1.6,22.2,156.07,10,2022-09-22
1462,31,Male,HR,Mumbai,12,1489414,73,39.4,7,7.8,4.3,21.9,68.8,30,2022-03-15
1463,34,Male,Sales,Chennai,14,390165,78,53.6,6,8.3,18.6,16.2,173.03,20,2022-04-17
1464,36,Female,Finance,Mumbai,15,2744678,75,46.5,3,7.7,15.9,19.3,266.45,25,2023-10-17
1465,19,Female,HR,Bengaluru,0,712086,62,38.8,10,7.1,1.4,19.7,183.16,10,2025-03-02
1466,43,Male,Marketing,Pune,21,902764,83,40.0,7,6.9,87.6,25.7,131.72,25,2024-08-01
1467,23,Male,Sales,Chennai,0,764242,74,42.4,3,4.9,7.7,26.0,116.62,25,2021-07-02
1468,38,Female,Marketing,Jaipur,18,723233,76,53.9,5,6.9,4.1,9.8,62.58,10,2020-05-25
1469,40,Female,Sales,Jaipur,18,1281081,75,35.0,8,8.3,1.1,22.7,185.12,30,2020-07-12
1470,35,Male,HR,Pune,12,927702,81,41.2,6,4.6,12.1,21.9,332.48,20,2021-05-31
1471,24,Male,HR,Pune,2,815544,73,46.9,3,9.4,3.0,22.4,143.08,10,2023-05-04
1472,34,Male,HR,Mumbai,11,2960399,81,35.9,5,6.9,30.6,25.4,106.97,30,2021-12-31
1473,27,Male,Marketing,Hyderabad,7,801413,86,37.8,2,9.0,1.0,28.9,101.74,5,2025-01-31
1474,51,Female,Marketing,Delhi,28,592443,75,38.2,6,9.0,12.5,23.0,142.67,15,2021-03-19
1475,48,Male,IT,Jaipur,28,1380610,70,41.4,3,5.5,2.0,18.1,133.82,20,2022-07-17
1476,29,Female,Operations,Hyderabad,6,1619622,68,34.2,3,6.6,1.0,24.9,101.51,15,2024-11-22
1477,33,Female,Sales,Mumbai,14,581194,83,38.5,6,8.2,16.6,32.1,124.85,30,2023-04-28
1478,22,Male,Sales,Chennai,0,1849755,72,41.7,5,6.1,22.0,20.6,61.04,15,2022-03-25
1479,43,Male,Marketing,Pune,21,2637781,71,38.7,7,7.1,20.4,23.2,131.25,30,2023-04-13
1480,23,Female,Operations,Mumbai,2,1315333,78,43.4,5,8.0,13.2,31.8,111.1,0,2024-04-14
1481,24,Male,Operations,Bengaluru,5,941019,52,40.4,3,10.0,3.4,23.2,192.35,5,2020-09-15
1482,46,Female,Finance,Pune,27,3209223,73,34.9,6,8.1,12.2,27.2,238.7,30,2020-02-29
1483,37,Male,IT,Bengaluru,14,2036444,83,39.1,5,7.9,1.0,21.0,106.72,20,2023-09-26
1484,42,Female,IT,Delhi,20,2034302,80,43.5,2,6.3,5.7,25.0,182.44,10,2023-05-24
1485,38,Male,Operations,Kolkata,16,1095568,64,42.3,3,7.8,6.7,18.2,237.0,20,2020-08-19
1486,44,Female,Marketing,Bengaluru,21,1065473,60,45.7,5,6.4,4.9,24.5,250.58,25,2024-05-19
1487,28,Male,IT,Jaipur,8,1089300,58,30.7,4,6.5,36.9,14.6,144.51,5,2024-12-20
1488,31,Male,Sales,Hyderabad,8,622629,65,50.0,6,3.9,7.6,19.3,89.6,30,2023-03-15
1489,38,Male,Operations,Chennai,18,1248760,92,53.6,7,6.8,7.8,23.1,92.87,15,2020-01-25
1490,34,Male,Operations,Jaipur,12,307665,87,43.5,4,7.3,1.0,24.6,130.41,25,2025-04-24
1491,28,Other,IT,Delhi,6,833342,74,38.5,4,8.8,3.1,27.3,133.5,10,2023-01-20
1492,30,Male,Sales,Jaipur,10,530995,80,45.6,2,9.1,2.1,27.1,183.97,5,2023-07-12
1493,30,Male,IT,Chennai,11,501821,77,48.6,6,4.9,14.0,24.0,389.15,5,2022-05-29
1494,36,Male,Sales,Jaipur,13,920396,70,44.5,6,5.9,25.2,19.2,179.45,15,2021-11-08
1495,36,Male,IT,Pune,16,807850,62,43.6,4,8.4,11.4,18.6,288.59,25,2021-09-17
1496,38,Male,Marketing,Hyderabad,15,541776,75,42.9,5,9.3,4.1,24.7,233.96,0,2020-07-23
1497,27,Male,HR,Kolkata,7,553334,87,43.5,3,9.0,19.7,25.1,108.67,30,2021-02-03
1498,43,Female,HR,Delhi,22,939275,88,47.9,7,2.9,12.5,21.1,180.11,10,2024-02-24
1499,44,Male,Finance,Chennai,23,972614,80,41.8,1,8.0,2.1,26.9,104.04,15,2024-09-05
1500,36,Male,IT,Pune,17,592170,84,44.6,10,10.0,5.3,25.6,154.0,20,2022-08-22
1501,40,Female,IT,Hyderabad,17,1976297,83,43.2,4,5.9,17.5,14.8,194.61,5,2020-04-02
1502,26,Male,HR,Jaipur,7,1209723,90,30.5,1,7.1,42.7,20.0,138.55,30,2024-11-12
1503,31,Female,Sales,Chennai,11,299452,71,48.4,4,6.5,5.7,19.3,99.24,25,2020-05-24
1504,39,Female,Operations,Bengaluru,20,895273,83,56.9,5,7.8,21.8,26.5,201.96,20,2024-12-15
